reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
95e12ad2-5f12-44e1-9720-dec9ea538db8,Fahri Cahya purnama,https://play-lh.googleusercontent.com/a/ACg8ocJqLV355GIYtk-WWR3iozcEaqY8T2tJ2YZtJYZyO77A1R0r6A=mo,Sangat bagus,5,0,,2024-12-25 04:25:21,,,
e31eeae4-850f-4678-a3cd-84a54c1f22ad,Ramadhan akhmad Setiawan,https://play-lh.googleusercontent.com/a/ACg8ocIXACdfkX4qIm8bnm0SQq8Ah9bBMbpZFh4hl9GYeRj0cuIZvUQ=mo,Cok bayar kon,1,0,8.141.1 build 13 51230,2024-12-25 02:58:40,,,8.141.1 build 13 51230
bb90f1dd-27ea-4207-8c6f-145dcd9d8f74,Muhammad Irfan,https://play-lh.googleusercontent.com/a-/ALV-UjVNdz6GJU4cBMmOTN43nZzc9_pYKa0c7DdcrfO39v0EspRL7qR_,Tidak mau terbuka di ROG Phone 8,1,0,,2024-12-25 02:29:57,,,
d722cda0-6c27-4173-9234-9256458b76ea,Sumarni Sumarni,https://play-lh.googleusercontent.com/a/ACg8ocIMWl_AFl60rlp_nJMiBrQ-Y1tEe3Io1-zqEhpEtUEAwvyLAw=mo,Netflix udah KK Tadi update netflix,5,0,,2024-12-25 02:27:00,,,
2caa4894-f9da-4fdf-871a-3607695971aa,Ferra Puspita,https://play-lh.googleusercontent.com/a-/ALV-UjWhG7eaEePpt0MsjOjaZGuNIgLDnLJmrDqSry155tZa-wGVqvc,Uang saya kesedot terus sehinga uang saya habis padahal sudah di batalkan,1,0,,2024-12-25 02:17:43,,,
008607e2-ec4c-4981-a06f-d508b997ad0e,Halim Napis,https://play-lh.googleusercontent.com/a-/ALV-UjX4n-zH1vSbRS7-XFMRfYWm8sKneGhpMnF5FAeOBUli8O_eivhI,saya suka apk ini,5,0,8.141.1 build 13 51230,2024-12-25 00:35:08,,,8.141.1 build 13 51230
f13c1c39-913e-4609-b85c-54e23e792b4a,Sabrina Cahya,https://play-lh.googleusercontent.com/a/ACg8ocI6lXI3I5AR-tqgNUCoF25ZqzoqlgXPr_6chry4sVa1aZ0sUIM=mo,Kenapa mau masuk atau mau daftar akun tidak bisa,1,0,8.141.1 build 13 51230,2024-12-25 00:34:36,,,8.141.1 build 13 51230
6d4387e7-ee42-4391-9671-dd7f0a7c8071,ami oktarina,https://play-lh.googleusercontent.com/a-/ALV-UjWAHg17FCDySxkCr-GEogeoGOndUjMDXFwVgDQCF4Z7AZQg-Zo,Bagus,4,0,8.141.1 build 13 51230,2024-12-24 23:58:34,,,8.141.1 build 13 51230
adb6219f-1110-4234-b37f-14c53a7c8cbf,Shakila syazany,https://play-lh.googleusercontent.com/a-/ALV-UjVpFR2JE3FsmuJDJ2OZFeYdPE4knPFIEFItXLi1IiCYFFqdYnU,Kenapa susah bnget login k akun ny,3,0,,2024-12-24 22:52:41,,,
d4e21659-cb6d-4588-a42b-f23d879230a7,Alifah Fitiya,https://play-lh.googleusercontent.com/a/ACg8ocIoiJJEqKrNHDPucKMjTcj15CX5ucHh6EBTCXGZFzQO5T517A=mo,gᥲ ᥲძᥲ,1,0,,2024-12-24 22:34:10,,,
b8716799-a6ba-4b56-9eb6-7f60c692791f,Andi Asrul Kumba,https://play-lh.googleusercontent.com/a/ACg8ocLEM4utfoKqUAPKR8dI6q0zSI3GlwG56zxxQmv7tGzYqPP4vg=mo,"Klo aplikasi sdh mantap cuma saya kecawa kenapa film KINGDOM 4 sampai skrng blm juga di putar padahal informasi filmnya sdh di rilis dari 17 juni thn lalu, tolong kalau memang filmnya sudah ada di tanyangkanlah jangan di gantung begini 🙏",4,0,8.141.1 build 13 51230,2024-12-24 19:00:10,,,8.141.1 build 13 51230
e61d6d29-9b26-41c0-8600-2c92fa4289b8,D Muh,https://play-lh.googleusercontent.com/a/ACg8ocJTDcm588fjFbMQ7WRa0AEx2IwoyY7lgs9BPoDojVA4wlpUIQ=mo,Christ Is Lord,5,0,8.141.1 build 13 51230,2024-12-24 16:59:40,,,8.141.1 build 13 51230
ace3c8fc-cd89-4f72-b177-c13a9e0c4fc5,Luluk Agustina,https://play-lh.googleusercontent.com/a-/ALV-UjXDh7NU-0EmBEVRNsxIp-2GohHldmIQgAQDo9RFO-GdWDCwHIbViQ,Keren,5,0,8.97.3 build 19 50576,2024-12-24 16:59:19,,,8.97.3 build 19 50576
fcfc1e26-44db-4168-b674-921ecd8266f7,Karina zakia,https://play-lh.googleusercontent.com/a-/ALV-UjVcnCSd_nYHwltM__kEzD77icT47lk1O6A6NcEnBrptX0JmgEOv,Aplikasi tolol sudah tidak berlangganan tapi saldo saya di ambil oleh netflix,1,0,8.80.0 build 11 50472,2024-12-24 15:35:31,,,8.80.0 build 11 50472
16c243f3-0af8-4a1f-90d0-ac521b44cb5c,Mi La,https://play-lh.googleusercontent.com/a-/ALV-UjXEbE48tU-MTOV7hmHBMvMM46E0TtxqBoNBv_FMowhazNVD87E,"I gave 1 star because there is no Indonesian language audio, even though many people use Netflix in Indonesia. If you don't want 🤨🤨🤨to provide Indonesian language audio, don't enter Indonesian Netflix🤔🤔🤔",1,0,8.141.1 build 13 51230,2024-12-24 13:04:08,,,8.141.1 build 13 51230
490736c5-2de1-4e13-bc77-2ad46e6ee54a,Ebigael Sinurat,https://play-lh.googleusercontent.com/a-/ALV-UjUfBCFP1Najs6GA9tfyx8frezDg6d6X_pmsRYxSyrNRCGi-o2I,Saya tdk bisa berlangganan,1,0,8.141.1 build 13 51230,2024-12-24 12:55:49,,,8.141.1 build 13 51230
fde9539c-62cc-4371-abc6-a3342069dbf7,Satria Winata,https://play-lh.googleusercontent.com/a/ACg8ocJNlNHPQ3lWPLWB-PZnduI0BIzOyK_lhOxSOXI3hTKpIr9dsQ=mo,Kok ga bisa nganu akunya sih,1,0,8.141.1 build 13 51230,2024-12-24 12:48:43,,,8.141.1 build 13 51230
c78946a4-c1a6-4794-848d-9f64c4d796ae,Nayta Rahma sania,https://play-lh.googleusercontent.com/a/ACg8ocKwLgAUji6NdwYR4lPEAa7Aua-L-V_KPOki7Q_N8IrYutAVuQ=mo,Bagusssss sihh bagus bangettt tapi pas mau login nya ituu lohhhh rudeeettt banget Masyaallah lebih dari apapun kayak mau daftar ke bank ajaa aduhhh ribeettt bangettt udah beberapa kali coba tunggu nanti' udah uninstal instal lagi tetep tunggu nanti' aduhhh,3,0,,2024-12-24 11:28:18,,,
8a28cc44-8443-42e7-a241-49b5ebc01a91,Awy Bramonster Chanel,https://play-lh.googleusercontent.com/a-/ALV-UjWh6Dto5FvOAuwxi_xTWix8S43fdDQJ-JA-sG3RfEpQgG-N4Ts,Tolong dong android 14 di atasi masa setiap mau nonton harus restart ulang dulu hpnya mohon di perbaiki,5,0,8.141.1 build 13 51230,2024-12-24 10:51:09,,,8.141.1 build 13 51230
f78acbc2-30f0-4b82-82fd-e09d7a8f5cea,Rahayu Ayu,https://play-lh.googleusercontent.com/a/ACg8ocL8qmZ-ZyDRAfiCGUF3xw6fE0DJeKlLpddILA9Klg__z-Ywvg=mo,Maaf kenapa tiap bulannya naik terus yaaa...,3,0,8.141.1 build 13 51230,2024-12-24 10:30:22,,,8.141.1 build 13 51230
b0c6bafe-59b0-4c31-af44-e978411d37cc,Neni Andini,https://play-lh.googleusercontent.com/a/ACg8ocJvZ6G7x_eZyPrzS_O-cjkMuY1tFgkmxyyoD74UCSStSh_NRg=mo,Seru lah,5,0,,2024-12-24 10:03:13,,,
1af63a28-8638-4246-a4a5-8daad2a9f100,ml KM,https://play-lh.googleusercontent.com/a-/ALV-UjXljBZymK6Tntg7BW86c_C_N_-0X2edFR1tKGred5Y5aEC2IWo,iyh,1,0,,2024-12-24 09:35:29,,,
41e0c142-4f13-426b-a681-4647e5c01706,Berpa Ananda,https://play-lh.googleusercontent.com/a/ACg8ocKEOssvdVvgeSLAzLQZrt0dAfFqlzEoI7PZODhJiXjkau45_g=mo,Bagus menarik tugas tugasnya 🥰,5,0,8.141.1 build 13 51230,2024-12-24 09:30:16,,,8.141.1 build 13 51230
480dcf23-2044-481e-b869-a3c0bbee7a05,Sarah Raww,https://play-lh.googleusercontent.com/a/ACg8ocJlhdXC8onpEo1FxeeQs-ZBC9vaOf35dHCr1MqSkhJEW-Wy5w=mo,Kena aplikasi ini harus bayar??😔 Kirain gw gak bayar 😕,5,0,,2024-12-24 07:59:27,,,
bb2acc13-17e8-420d-91e3-c65b574f4a37,Rezki Dafri,https://play-lh.googleusercontent.com/a-/ALV-UjVK7xV5fcpUz1Uou3RW72avGcfuc0y57JeweSjxUreK1RUkFTh5,Seru,5,0,,2024-12-24 07:18:20,,,
68d5a64b-56a9-4005-bd0b-d661eacaba26,Siluman Kera,https://play-lh.googleusercontent.com/a/ACg8ocIKtNIbj_uvE1Louek7HfwO6bqwsbFI0sugdU_XRgtkFY4dwQ=mo,Apk yang bagus membantu sekali,5,0,,2024-12-24 07:07:05,,,
1126c3a6-61fa-4354-9d8f-70219189268e,Rusli dm,https://play-lh.googleusercontent.com/a/ACg8ocK-UYuxhd-Vb4eAJJRvjINALKK2XLowQqhWJD_LBf3EMFxlYA=mo,netflix film nya lengkap,5,0,8.141.1 build 13 51230,2024-12-24 07:03:26,,,8.141.1 build 13 51230
f505bd03-e328-4dff-80d0-d1bb6a77473b,Anisa Dela,https://play-lh.googleusercontent.com/a-/ALV-UjXEcB24wL7hYaeMNQ9CXPeI28lNaPsq9q1wiT-UnCJtZvVAnH4,"Kyk nya bagus sih! Soalnya belum di coba.semoga aja bagus,aku kasih bintang 🌟 5",5,0,,2024-12-24 06:36:03,,,
bb7a65d4-c7af-4e59-90c8-ab268172c160,Abg Riski,https://play-lh.googleusercontent.com/a/ACg8ocJtk3xSLRk492G1WkWTQxCVHaiRfjVG1THF8_oVFY2OnrzzSg=mo,Mantap,5,0,8.141.1 build 13 51230,2024-12-24 06:26:48,,,8.141.1 build 13 51230
e23d4949-8641-4b48-8ba8-fbdb8459e11f,Wido Pratama,https://play-lh.googleusercontent.com/a-/ALV-UjWHNx9uAcwBh_TeBMtPzstvPMH8HzUI9vTHVeZfqY1wxTUGygI,"Bagus dan update filmnya. Lancar aplikasinya cuman ngak gratis harus langganan dulu baru bisa dipake aplikasinya, ngak masalah si harus langganan sebulan cuma 65k itu kyk bayar bioskop sekali nonton tapi ini dapat sebulan nonton jadi ngak berasa rugi.",5,24,8.141.1 build 13 51230,2024-12-24 06:14:20,,,8.141.1 build 13 51230
b185b694-dea4-4c4d-850d-48b099bacf16,Ammar Syafiq,https://play-lh.googleusercontent.com/a-/ALV-UjWctqvUBk5VpaYguuDjoAg9TH85HLLDePWb8Xk7DZppF16JjFQ,Bagus bgt applikasi nya,5,0,,2024-12-24 05:57:11,,,
a052efb8-3395-4760-bff4-065cd4c256c5,Angling Aja,https://play-lh.googleusercontent.com/a/ACg8ocLIKBvUpE6VvetJliLE9L0AoPnsDKtgdXkY6JWtUKlyNvFUxw=mo,Apan apk gajelas harus bayar apalah coba mana daftar nya pake goggle gak guna,1,0,,2024-12-24 05:55:24,,,
797b0c2f-1c94-472b-8063-b06125336432,Nila. Goyengg2311,https://play-lh.googleusercontent.com/a-/ALV-UjU1est2S2X19z3IOCjhdSidLik9wTnZhK5rzd4omRUNFcDai2rp,saya mendowload ini hanya untuk nonton teasing master takagi san dan tolong jangan mengecewakan saya,5,0,,2024-12-24 05:53:55,,,
f99bba26-3033-4703-b2d6-f4f0bc3ebc3c,Neng Triyantie,https://play-lh.googleusercontent.com/a/ACg8ocJuH3WRYexDBG0bHtGsGV66bCIk2hWvgIRXnXGa_ZQ6vtrNgg=mo,Untuk film India lawas nya kurang banyak seperti film Salman Khan chori-chori chupke chupke dan har dil jo pyar karega tidak ada di Netflix,2,0,,2024-12-24 05:38:43,,,
13d67062-0217-4520-b510-49db00f40a24,Herman Lim,https://play-lh.googleusercontent.com/a-/ALV-UjWZvQzukyo9ZpdOq-XxCa2hWCBb1TwI9i7LQe4QoVw8q3ZylgEO,Percobaan aplikasi nya,3,0,8.141.1 build 13 51230,2024-12-24 04:15:28,,,8.141.1 build 13 51230
00d1c683-f67e-477b-9a30-da6f4ed754e7,Iri Sikiy,https://play-lh.googleusercontent.com/a/ACg8ocKUVfGuJ-n9HLUEGcekvjS66toPF6LlOTDBuyT0DRg6-95rKA=mo,Ngk bisa login,1,0,,2024-12-24 02:46:30,,,
bcb2535d-922a-47a7-8cb0-e3ac257fdbac,Alisa anggelia Putri,https://play-lh.googleusercontent.com/a-/ALV-UjVnTwH3msyLA4gj1y_38k2Tv4xhZw5qxJMMn_rPoaXQFYz2C7N5,"menuh menuhin memori, padahal ga kepake nih apk trs abis itu ga bisa di uninstal.",1,0,,2024-12-24 02:14:28,,,
0e916946-14aa-4172-a8da-bc99216c2763,Kubbatul Choiriyah,https://play-lh.googleusercontent.com/a-/ALV-UjVZsR1-srduT7bpA3I6Z8ybpjHZEx-Vd72vPIx4e-0NzsIFigoS,Padahal seriesnya bagus² kenapa selalu ada unsur LGBT nya,1,0,,2024-12-24 00:52:09,,,
936e6a72-5a79-401a-985f-0bd0d600c972,putri permata,https://play-lh.googleusercontent.com/a-/ALV-UjX-Lc1DyE8NcIsuuTUvAH6bS52ZtUfdJjzdRvHIu-sGuxM8QOgw,Aplikasi wajib buat kuwarga gw. Ga ada hari tanpa nonton netplik dari pagi mpe malem on muluuuuu.... film keluarga tambahin dunk biar agak banyak.,5,0,8.136.0 build 3 50908,2024-12-23 22:43:46,,,8.136.0 build 3 50908
1aafe6c5-fabf-47bf-bc02-1050ca59fa61,Loody Giove,https://play-lh.googleusercontent.com/a-/ALV-UjWnuDxaxJBGNDqd0ycypp7lwXCmem21OoP4HGhaoPe2jCr-JWGi,Jelek diperbarui malah tdk bs digunakan cok,1,0,8.141.1 build 13 51230,2024-12-23 22:31:06,,,8.141.1 build 13 51230
fc3cfefd-47e6-4d7d-b4c6-cb764f973703,Radit Juliansyah pratama,https://play-lh.googleusercontent.com/a/ACg8ocKu8DcCYRmBLT2jQcdBClbJie_7_NHy6lYVaW2fWcwrJ9SRiw=mo,Gak bisa daftar aneh banget sihh kocak amat,1,0,,2024-12-23 17:56:00,,,
e50130e7-8f43-45fa-a705-c19baa296f8d,M Akbar,https://play-lh.googleusercontent.com/a/ACg8ocLauW9OF2uw-JV4oLEu_vNZJnAkWCsMH7GDVkiQ9mcRJtRmrw=mo,Gimana orang mau langganan mau langganan di persulit gak ada mode bayar lewat Alfa hadeh,1,0,8.141.1 build 13 51230,2024-12-23 17:03:56,,,8.141.1 build 13 51230
90862668-b5bc-4721-a3f7-6d0b1b1bd62e,Ayang Abdurrahman,https://play-lh.googleusercontent.com/a-/ALV-UjWiO_1Fhi01VEhsIkw-LdeWKtarxQTagtxZHaoOoIfK7Zaay7V_,Knpa netflix kaga bisa daftar,1,0,,2024-12-23 16:55:23,,,
01045f5d-f862-42a3-88ce-7801ff7ca629,S?,https://play-lh.googleusercontent.com/a-/ALV-UjUu1FVJlh0v7_2dppxBY23NztcVKc1H18HTwcjB0_B0x4eW3cvm,dikit-dikit langganan dikit-dikit langganan apk apa coba,1,0,8.141.1 build 13 51230,2024-12-23 15:31:46,,,8.141.1 build 13 51230
a5330664-a03a-4a3d-b273-e22c8c4bd251,Rony Fernandez,https://play-lh.googleusercontent.com/a-/ALV-UjVmbOtuV_bBqmPPmkJrR5TZRXCSuXKywPyXl2owgSjvh4zHQ3PO,"Ndak bisa dibuka, ribet.",3,0,8.141.1 build 13 51230,2024-12-23 15:12:01,,,8.141.1 build 13 51230
02f0c884-a6cf-4fe6-a1ea-0c3b530ec612,Darus Ilham,https://play-lh.googleusercontent.com/a/ACg8ocJkderiVYfrrr-ELKJT65I8mS6wr9YZoCpSanMHcAryu0i5jcc=mo,"Pokoknya langganan teruss, semoga lebih banyak film yang dapat memotivasi penonton di berbagai belahan dunia sana. 👀👀",5,0,,2024-12-23 13:00:28,,,
c8f33481-66a3-4059-aab6-21d33fd37842,Atul Nerto,https://play-lh.googleusercontent.com/a-/ALV-UjUk3Aq7tAGrz9ZCX6UvBvD6qLO6ccMpopCrBhOPeu5eft9xH4ic,Bener bener yeee ppn naik 12% 😢😢😥,3,0,,2024-12-23 12:59:18,,,
7e35d2f8-5637-4090-bc1a-140ff5b37f20,Qiesha Aulia,https://play-lh.googleusercontent.com/a/ACg8ocLoU_LFyu3S-QEgNr3z4DLEB0dHs7i13uUGSLvFhhmKD_SQxQ=mo,Mohon maaf nie buat Netflix..emang klw ber langganan baru sehari trus di batalkan..yang nya gak bisa kembali ya,1,0,,2024-12-23 11:35:57,,,
2199dd94-7bc8-412c-8c22-d9daaf6df516,Bobby Ponengoh,https://play-lh.googleusercontent.com/a-/ALV-UjXu9391-yQ4HBJc5Wz7tFDcrw_BWpI0oq47Hda7n8Cg8jXXazM,Good,5,0,8.141.1 build 13 51230,2024-12-23 11:29:16,,,8.141.1 build 13 51230
77f7ad34-6a6c-44eb-833d-9fe6afa34f06,Fajar Oji,https://play-lh.googleusercontent.com/a-/ALV-UjUyvcV0Cz0yVf2J3_OScPO-S5QMFL0_XsQHuZh9dqtQ839YrKen,Sudah saya bayar tetapi tidak dapat masuk ke akun nya,1,0,,2024-12-23 10:59:05,,,
dba81114-13d3-4dc6-8bfb-3d8155d35b5f,Andes Rasyid,https://play-lh.googleusercontent.com/a-/ALV-UjUS6p-IFROR5VH2ji4OIinQ4AACI2ZfQEkp6_8XTEu1xLwTN9iq,"Bagus"" filmnya tpi perbulannya semoga turun lg yah :)",5,0,,2024-12-23 10:03:17,,,
6dfa7c3b-3e1b-46cb-b50e-a21e4cd64daa,yatimah hs,https://play-lh.googleusercontent.com/a-/ALV-UjVvCvuoeNprPJbw1fLNxI7CaHHGnkSv8b8Tik0Tpg55fzlPYdm3,Mantap bisa main game juga,5,0,8.141.1 build 13 51230,2024-12-23 09:55:08,,,8.141.1 build 13 51230
12eaf6fe-37b5-4b56-8086-d2f412e9dac9,Ariis Ardyan,https://play-lh.googleusercontent.com/a-/ALV-UjV7N2bo-sQYntThTyGNbJ219MvckofArKpXqLWMCigum_lgVy8,Apk nya mlah tambah ribet udh ada akun masa gk bisa nonton harus in lah itu lah apa lah merepotkan orang,1,0,,2024-12-23 09:19:56,,,
d508d7f4-3f42-4044-8936-502e855a6306,Istia Sabar,https://play-lh.googleusercontent.com/a-/ALV-UjU6-dGAIKmewaCPGlv6XjZAiuRiZ1PMV3CiWjbueQM3OtMecvE,Bagus,5,0,,2024-12-23 08:08:19,,,
7b057879-c4c9-4ed8-8bff-a86b799fefe0,Heru Susanto,https://play-lh.googleusercontent.com/a/ACg8ocIXDhv-BwexXXvhqYI8OIhNqepu5Gb06xyli-bcab3qDWVkCw=mo,Saya tidak suka sama apk ini karena ribet susah cuma buang buang waktu,1,0,,2024-12-23 07:51:34,,,
0a529283-84f2-40de-a49e-119f504dffb2,Deny Setiawan,https://play-lh.googleusercontent.com/a-/ALV-UjVWd0Py1ZeJ6ps0EIldd95vtZufnBng9g2LvMURPtLll1jsFzs,Mantab,5,0,,2024-12-23 07:10:59,,,
97cbbe95-0649-4a6c-bafc-62b231c19868,Djohan Ericke Ajisaputra,https://play-lh.googleusercontent.com/a-/ALV-UjW_LhOvb_lPSd_o5y1Vr0qC6t5cx6F7q-W423V-hUzebPcuRNtX,Seharusnya ada sistem custom resolusi. Sangat disayangkan saat dipertengahan film tiba² kualitas film buram! Sudah bayar mahal!,1,1,8.141.1 build 13 51230,2024-12-23 06:30:20,,,8.141.1 build 13 51230
0d636e31-1483-496e-9e59-3bea6e275c50,Febri An,https://play-lh.googleusercontent.com/a/ACg8ocI6Dr1mH91Ww16Dhze9muQWo-Kry8ww9xUsFteapG895yCBpw=mo,Gak bisa nonton pkek wifi,5,0,8.141.1 build 13 51230,2024-12-23 05:57:07,,,8.141.1 build 13 51230
7ad10b9e-c7e0-4244-b8be-0ef63c4ec84e,Celine Rizqiana putri,https://play-lh.googleusercontent.com/a-/ALV-UjVA4kwenyvMT1Bibucvxr07iH7QHI5K24S8uM7xI9ljwBnIev53,"aplikasi superrr juwelekkk dari tadi daftar gk bisa""aneh kasta aku donglod",1,0,8.141.1 build 13 51230,2024-12-23 05:43:15,,,8.141.1 build 13 51230
4a465c9f-33c2-4efa-9867-80afbe37f7e9,Enimarlina Enimarlina,https://play-lh.googleusercontent.com/a/ACg8ocIooGs9vhixWy6pYGXXjrZRhfWYn0bHAnFPlIPDYe3axy_9cw=mo,Tolong tambahkan akun google agar login lebih mudah,1,0,,2024-12-23 03:12:22,,,
cd237b53-ef44-4fa9-9b0a-fd913ee8cdb8,Waldan Adi purnomo,https://play-lh.googleusercontent.com/a/ACg8ocJP33QZ7xhGlz5ed-OvBHaeIWuZi6_SqDLQBJl4QHRpRV80aQ=mo,"Kenapa ini qplikasi nya g bisa mutar bideo nya selalu muncul ""Terjadi madalah saat memutar video 5.8"" Apa itu maksud nya udh 1 minggu ini bgini percuma bbayar 1 bulan untuk bisa nonton.",1,0,8.141.1 build 13 51230,2024-12-23 01:31:46,,,8.141.1 build 13 51230
275dc86f-4db4-4f6a-b0ae-718307235dfa,aditya 123,https://play-lh.googleusercontent.com/a/ACg8ocKMaYQGGx5hrV4QHziLW6wjpCmrXhWmGd3Vw-V26XRiVHLYuw=mo,Aplikasi terbangsat yang pernah gw temuin apa apa bayar pay to win,1,0,,2024-12-23 01:10:44,,,
6bb0cf5d-46fd-4f76-bada-c7d4c120aa70,H,https://play-lh.googleusercontent.com/a-/ALV-UjXV4XHjqT6nV3hCT7Bd31gR0733s840TuZpk6sWNqQ-Frx9O6c,"Sub anime ke indo jelek banget 🤮🤮🤮 artinya cuman di transtlate doang artinya beda, pls pecat aja yng transtlate",1,0,8.141.1 build 13 51230,2024-12-23 00:30:45,,,8.141.1 build 13 51230
22a87e7d-1b8a-4a83-9dad-e1829bc160d5,Andreas Sibarani,https://play-lh.googleusercontent.com/a/ACg8ocLw_U6qRyiFawJuF5NblvoVCj6q7eBglzEEWLQ8NTz_SZ5kxg=mo,Jelek amat masak selalu bayar kirain gak bayar ternyata bayar kecewa,2,0,,2024-12-22 23:02:57,,,
